@relation vsrr-provisional-drug-overdose-death-counts

@attribute State {AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,US,UT,VA,VT,WA,WI,WV,WY,YC}
@attribute 'State Name' {AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,US,UT,VA,VT,WA,WI,WV,WY,YC}
@attribute Year numeric
@attribute Month {January,February,March,April,May,June,July,August,September,October,November,December}
@attribute Indicator {'Number of Deaths','Number of Drug Overdose Deaths','Cocaine (T40.5)','Heroin (T40.1)','Methadone (T40.3)','Natural & semi-synthetic opioids (T40.2)','Opioids (T40.0-T40.4,T40.6)','Percent with drugs specified','Psychostimulants with abuse potential (T43.6)','Synthetic opioids, excl. methadone (T40.4)'}
@attribute 'Data Value' numeric
@attribute 'Predicted Value' numeric
@attribute 'Percent Complete' numeric
@attribute 'Percent Pending Investigation' numeric
@attribute Footnote {'Underreported due to incomplete data','Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis'}

@data
AZ,AZ,2017,January,'Number of Drug Overdose Deaths',1417,1573,100,0.618654,'Underreported due to incomplete data'
AZ,AZ,2017,February,'Number of Drug Overdose Deaths',1411,1575,100,0.625342,'Underreported due to incomplete data'
AZ,AZ,2017,March,'Number of Drug Overdose Deaths',1429,1596,100,0.627344,'Underreported due to incomplete data'
AZ,AZ,2017,April,'Number of Drug Overdose Deaths',1418,1582,100,0.616431,'Underreported due to incomplete data'
AZ,AZ,2017,May,'Number of Drug Overdose Deaths',1437,1597,100,0.595899,'Underreported due to incomplete data'
AZ,AZ,2017,June,'Number of Drug Overdose Deaths',1455,1613,100,0.561275,'Underreported due to incomplete data'
AZ,AZ,2017,July,'Number of Drug Overdose Deaths',1450,1599,100,0.519095,'Underreported due to incomplete data'
AZ,AZ,2017,August,'Number of Drug Overdose Deaths',1468,1621,100,0.49904,'Underreported due to incomplete data'
AZ,AZ,2017,September,'Number of Drug Overdose Deaths',1492,1640,100,0.48148,'Underreported due to incomplete data'
AZ,AZ,2017,October,'Number of Drug Overdose Deaths',1503,1625,100,0.403855,'Underreported due to incomplete data'
AZ,AZ,2017,November,'Number of Drug Overdose Deaths',1517,1623,100,0.362995,'Underreported due to incomplete data'
AZ,AZ,2017,December,'Number of Drug Overdose Deaths',1555,1621,100,0.254962,'Underreported due to incomplete data'
AZ,AZ,2018,January,'Number of Drug Overdose Deaths',1568,1635,100,0.271899,'Underreported due to incomplete data'
AZ,AZ,2018,February,'Number of Drug Overdose Deaths',1578,1654,100,0.27717,'Underreported due to incomplete data'
AZ,AZ,2018,March,'Number of Drug Overdose Deaths',1587,1664,100,0.279158,'Underreported due to incomplete data'
AZ,AZ,2018,April,'Number of Drug Overdose Deaths',1603,1687,100,0.293566,'Underreported due to incomplete data'
CA,CA,2015,January,'Number of Deaths',248191,?,100,0.238123,?
CA,CA,2015,February,'Number of Deaths',249920,?,100,0.230874,?
CA,CA,2015,March,'Number of Deaths',251540,?,100,0.224616,?
CA,CA,2015,April,'Number of Deaths',252831,?,100,0.222678,?
CA,CA,2015,May,'Number of Deaths',253858,?,100,0.217444,?
CA,CA,2015,June,'Number of Deaths',254838,?,100,0.219747,?
CA,CA,2015,July,'Number of Deaths',255417,?,100,0.224339,?
CA,CA,2015,August,'Number of Deaths',256464,?,100,0.233951,?
CA,CA,2015,September,'Number of Deaths',257163,?,100,0.255869,?
CA,CA,2015,October,'Number of Deaths',257750,?,100,0.278952,?
CA,CA,2015,November,'Number of Deaths',258808,?,100,0.308337,?
CA,CA,2015,December,'Number of Deaths',260172,?,100,0.355918,?
CA,CA,2016,January,'Number of Deaths',259303,?,100,0.359811,?
CA,CA,2016,February,'Number of Deaths',260508,?,100,0.363904,?
CA,CA,2016,March,'Number of Deaths',261416,?,100,0.371439,?
CA,CA,2016,April,'Number of Deaths',261595,?,100,0.377683,?
CA,CA,2016,May,'Number of Deaths',261557,?,100,0.391884,?
CA,CA,2016,June,'Number of Deaths',261467,?,100,0.396991,?
CA,CA,2016,July,'Number of Deaths',261603,?,100,0.410163,?
CA,CA,2016,August,'Number of Deaths',261781,?,100,0.420199,?
CA,CA,2016,September,'Number of Deaths',262041,?,100,0.419782,?
CA,CA,2016,October,'Number of Deaths',262751,?,100,0.417125,?
CA,CA,2016,November,'Number of Deaths',262360,?,100,0.392971,?
CA,CA,2016,December,'Number of Deaths',263199,?,100,0.363983,?
CA,CA,2017,January,'Number of Deaths',265340,?,100,0.364815,'Underreported due to incomplete data'
CA,CA,2017,February,'Number of Deaths',264889,?,100,0.363549,'Underreported due to incomplete data'
CA,CA,2017,March,'Number of Deaths',264767,?,100,0.361828,'Underreported due to incomplete data'
CA,CA,2017,April,'Number of Deaths',265286,?,100,0.360366,'Underreported due to incomplete data'
CA,CA,2017,May,'Number of Deaths',265953,?,100,0.356454,'Underreported due to incomplete data'
CA,CA,2017,June,'Number of Deaths',266897,?,100,0.360439,'Underreported due to incomplete data'
CA,CA,2017,July,'Number of Deaths',267372,?,100,0.358302,'Underreported due to incomplete data'
CA,CA,2017,August,'Number of Deaths',267350,?,100,0.354591,'Underreported due to incomplete data'
CA,CA,2017,September,'Number of Deaths',268096,?,100,0.352486,'Underreported due to incomplete data'
CA,CA,2017,October,'Number of Deaths',268373,?,100,0.345415,'Underreported due to incomplete data'
CA,CA,2017,November,'Number of Deaths',268382,?,100,0.340932,'Underreported due to incomplete data'
CA,CA,2017,December,'Number of Deaths',269394,?,100,0.331485,'Underreported due to incomplete data'
CA,CA,2018,January,'Number of Deaths',271364,?,100,0.364824,'Underreported due to incomplete data'
CA,CA,2018,February,'Number of Deaths',271541,?,100,0.400676,'Underreported due to incomplete data'
CA,CA,2018,March,'Number of Deaths',272922,?,100,0.450312,'Underreported due to incomplete data'
CA,CA,2018,April,'Number of Deaths',272675,?,100,0.493995,'Underreported due to incomplete data'
CA,CA,2015,January,'Number of Drug Overdose Deaths',4603,4813,100,0.238123,?
CA,CA,2015,February,'Number of Drug Overdose Deaths',4616,4820,100,0.230874,?
CA,CA,2015,March,'Number of Drug Overdose Deaths',4608,4807,100,0.224616,?
CA,CA,2015,April,'Number of Drug Overdose Deaths',4625,4823,100,0.222678,?
CA,CA,2015,May,'Number of Drug Overdose Deaths',4607,4799,100,0.217444,?
CA,CA,2015,June,'Number of Drug Overdose Deaths',4604,4798,100,0.219747,?
CA,CA,2015,July,'Number of Drug Overdose Deaths',4628,4827,100,0.224339,?
CA,CA,2015,August,'Number of Drug Overdose Deaths',4670,4879,100,0.233951,?
CA,CA,2015,September,'Number of Drug Overdose Deaths',4747,4979,100,0.255869,?
CA,CA,2015,October,'Number of Drug Overdose Deaths',4784,5038,100,0.278952,?
CA,CA,2015,November,'Number of Drug Overdose Deaths',4747,5025,100,0.308337,?
CA,CA,2015,December,'Number of Drug Overdose Deaths',4762,5084,100,0.355918,?
CA,CA,2016,January,'Number of Drug Overdose Deaths',4745,5070,100,0.359811,?
CA,CA,2016,February,'Number of Drug Overdose Deaths',4745,5073,100,0.363904,?
CA,CA,2016,March,'Number of Drug Overdose Deaths',4768,5105,100,0.371439,?
CA,CA,2016,April,'Number of Drug Overdose Deaths',4795,5140,100,0.377683,?
CA,CA,2016,May,'Number of Drug Overdose Deaths',4811,5170,100,0.391884,?
CA,CA,2016,June,'Number of Drug Overdose Deaths',4844,5210,100,0.396991,?
CA,CA,2016,July,'Number of Drug Overdose Deaths',4816,5192,100,0.410163,?
CA,CA,2016,August,'Number of Drug Overdose Deaths',4791,5175,100,0.420199,?
CA,CA,2016,September,'Number of Drug Overdose Deaths',4716,5094,100,0.419782,?
CA,CA,2016,October,'Number of Drug Overdose Deaths',4659,5030,100,0.417125,?
CA,CA,2016,November,'Number of Drug Overdose Deaths',4709,5061,100,0.392971,?
CA,CA,2016,December,'Number of Drug Overdose Deaths',4755,5084,100,0.363983,?
CA,CA,2017,January,'Number of Drug Overdose Deaths',4771,5058,100,0.364815,'Underreported due to incomplete data'
CA,CA,2017,February,'Number of Drug Overdose Deaths',4724,5026,100,0.363549,'Underreported due to incomplete data'
CA,CA,2017,March,'Number of Drug Overdose Deaths',4721,5022,100,0.361828,'Underreported due to incomplete data'
CA,CA,2017,April,'Number of Drug Overdose Deaths',4714,5018,100,0.360366,'Underreported due to incomplete data'
CA,CA,2017,May,'Number of Drug Overdose Deaths',4761,5064,100,0.356454,'Underreported due to incomplete data'
CA,CA,2017,June,'Number of Drug Overdose Deaths',4808,5137,100,0.360439,'Underreported due to incomplete data'
CA,CA,2017,July,'Number of Drug Overdose Deaths',4870,5214,100,0.358302,'Underreported due to incomplete data'
CA,CA,2017,August,'Number of Drug Overdose Deaths',4900,5268,100,0.354591,'Underreported due to incomplete data'
CA,CA,2017,September,'Number of Drug Overdose Deaths',4973,5338,100,0.352486,'Underreported due to incomplete data'
CA,CA,2017,October,'Number of Drug Overdose Deaths',5079,5432,100,0.345415,'Underreported due to incomplete data'
CA,CA,2017,November,'Number of Drug Overdose Deaths',5060,5390,100,0.340932,'Underreported due to incomplete data'
CA,CA,2017,December,'Number of Drug Overdose Deaths',5029,5312,100,0.331485,'Underreported due to incomplete data'
CA,CA,2018,January,'Number of Drug Overdose Deaths',5064,5368,100,0.364824,'Underreported due to incomplete data'
CA,CA,2018,February,'Number of Drug Overdose Deaths',5116,5479,100,0.400676,'Underreported due to incomplete data'
CA,CA,2018,March,'Number of Drug Overdose Deaths',5080,5491,100,0.450312,'Underreported due to incomplete data'
CA,CA,2018,April,'Number of Drug Overdose Deaths',5041,5497,100,0.493995,'Underreported due to incomplete data'
CO,CO,2015,January,'Number of Deaths',36264,?,100,0.019303,?
CO,CO,2015,February,'Number of Deaths',36330,?,100,0.019268,?
CO,CO,2015,March,'Number of Deaths',36300,?,100,0.019284,?
CO,CO,2015,April,'Number of Deaths',36601,?,100,0.021857,?
CO,CO,2015,May,'Number of Deaths',36667,?,100,0.021818,?
CO,CO,2015,June,'Number of Deaths',36816,?,100,0.024446,?
CO,CO,2015,July,'Number of Deaths',36960,?,100,0.035173,?
CO,CO,2015,August,'Number of Deaths',37125,?,100,0.03771,?
CO,CO,2015,September,'Number of Deaths',37101,?,100,0.043126,?
CO,CO,2015,October,'Number of Deaths',37144,?,100,0.045768,?
CO,CO,2015,November,'Number of Deaths',37144,?,100,0.040383,?
CO,CO,2015,December,'Number of Deaths',36993,?,100,0.040548,?
CO,CO,2016,January,'Number of Deaths',36752,?,100,0.040814,?
CO,CO,2016,February,'Number of Deaths',36987,?,100,0.040555,?
CO,CO,2016,March,'Number of Deaths',37387,?,100,0.04547,?
CO,CO,2016,April,'Number of Deaths',37351,?,100,0.042837,?
CO,CO,2016,May,'Number of Deaths',37535,?,100,0.042627,?
CO,CO,2016,June,'Number of Deaths',37504,?,100,0.037329,?
CO,CO,2016,July,'Number of Deaths',37620,?,100,0.026582,?
CO,CO,2016,August,'Number of Deaths',37650,?,100,0.029216,?
CO,CO,2016,September,'Number of Deaths',37834,?,100,0.034361,?
CO,CO,2016,October,'Number of Deaths',38048,?,100,0.026283,?
CO,CO,2016,November,'Number of Deaths',38075,?,100,0.026264,?
CO,CO,2016,December,'Number of Deaths',38151,?,100,0.031454,?
CO,CO,2017,January,'Number of Deaths',38236,?,100,0.031384,'Underreported due to incomplete data'
CO,CO,2017,February,'Number of Deaths',38358,?,100,0.031284,'Underreported due to incomplete data'
CO,CO,2017,March,'Number of Deaths',38364,?,100,0.026066,'Underreported due to incomplete data'
CO,CO,2017,April,'Number of Deaths',38521,?,100,0.028556,'Underreported due to incomplete data'
CO,CO,2017,May,'Number of Deaths',38410,?,100,0.033845,'Underreported due to incomplete data'
CO,CO,2017,June,'Number of Deaths',38470,?,100,0.036392,'Underreported due to incomplete data'
CO,CO,2017,July,'Number of Deaths',38367,?,100,0.039096,'Underreported due to incomplete data'
CO,CO,2017,August,'Number of Deaths',38380,?,100,0.033872,'Underreported due to incomplete data'
CO,CO,2017,September,'Number of Deaths',38542,?,100,0.02854,'Underreported due to incomplete data'
CO,CO,2017,October,'Number of Deaths',38590,?,100,0.036279,'Underreported due to incomplete data'
CO,CO,2017,November,'Number of Deaths',38704,?,100,0.033588,'Underreported due to incomplete data'
CO,CO,2017,December,'Number of Deaths',38759,?,100,0.030961,'Underreported due to incomplete data'
CO,CO,2018,January,'Number of Deaths',38985,?,100,0.033346,'Underreported due to incomplete data'
CO,CO,2018,February,'Number of Deaths',38953,?,100,0.041075,'Underreported due to incomplete data'
CO,CO,2018,March,'Number of Deaths',38962,?,100,0.046199,'Underreported due to incomplete data'
CO,CO,2018,April,'Number of Deaths',38930,?,100,0.046237,'Underreported due to incomplete data'
CO,CO,2015,January,'Number of Drug Overdose Deaths',923,930,100,0.019303,?
CO,CO,2015,February,'Number of Drug Overdose Deaths',932,939,100,0.019268,?
CO,CO,2015,March,'Number of Drug Overdose Deaths',939,946,100,0.019284,?
CO,CO,2015,April,'Number of Drug Overdose Deaths',950,957,100,0.021857,?
CO,CO,2015,May,'Number of Drug Overdose Deaths',927,934,100,0.021818,?
CO,CO,2015,June,'Number of Drug Overdose Deaths',921,929,100,0.024446,?
CO,CO,2015,July,'Number of Drug Overdose Deaths',918,927,100,0.035173,?
CO,CO,2015,August,'Number of Drug Overdose Deaths',928,938,100,0.03771,?
CO,CO,2015,September,'Number of Drug Overdose Deaths',917,927,100,0.043126,?
CO,CO,2015,October,'Number of Drug Overdose Deaths',915,926,100,0.045768,?
CO,CO,2015,November,'Number of Drug Overdose Deaths',908,918,100,0.040383,?
CO,CO,2015,December,'Number of Drug Overdose Deaths',913,923,100,0.040548,?
CO,CO,2016,January,'Number of Drug Overdose Deaths',913,923,100,0.040814,?
CO,CO,2016,February,'Number of Drug Overdose Deaths',912,922,100,0.040555,?
CO,CO,2016,March,'Number of Drug Overdose Deaths',908,919,100,0.04547,?
CO,CO,2016,April,'Number of Drug Overdose Deaths',894,904,100,0.042837,?
CO,CO,2016,May,'Number of Drug Overdose Deaths',915,925,100,0.042627,?
CO,CO,2016,June,'Number of Drug Overdose Deaths',935,945,100,0.037329,?
CO,CO,2016,July,'Number of Drug Overdose Deaths',928,936,100,0.026582,?
CO,CO,2016,August,'Number of Drug Overdose Deaths',934,942,100,0.029216,?
CO,CO,2016,September,'Number of Drug Overdose Deaths',933,942,100,0.034361,?
CO,CO,2016,October,'Number of Drug Overdose Deaths',948,956,100,0.026283,?
CO,CO,2016,November,'Number of Drug Overdose Deaths',952,960,100,0.026264,?
CO,CO,2016,December,'Number of Drug Overdose Deaths',965,974,100,0.031454,?
CO,CO,2017,January,'Number of Drug Overdose Deaths',977,978,100,0.031384,'Underreported due to incomplete data'
CO,CO,2017,February,'Number of Drug Overdose Deaths',967,972,100,0.031284,'Underreported due to incomplete data'
CO,CO,2017,March,'Number of Drug Overdose Deaths',964,968,100,0.026066,'Underreported due to incomplete data'
CO,CO,2017,April,'Number of Drug Overdose Deaths',989,994,100,0.028556,'Underreported due to incomplete data'
CO,CO,2017,May,'Number of Drug Overdose Deaths',983,989,100,0.033845,'Underreported due to incomplete data'
CO,CO,2017,June,'Number of Drug Overdose Deaths',997,1007,100,0.036392,'Underreported due to incomplete data'
CO,CO,2017,July,'Number of Drug Overdose Deaths',1013,1026,100,0.039096,'Underreported due to incomplete data'
CO,CO,2017,August,'Number of Drug Overdose Deaths',1019,1036,100,0.033872,'Underreported due to incomplete data'
CO,CO,2017,September,'Number of Drug Overdose Deaths',1024,1039,100,0.02854,'Underreported due to incomplete data'
CO,CO,2017,October,'Number of Drug Overdose Deaths',1027,1041,100,0.036279,'Underreported due to incomplete data'
CO,CO,2017,November,'Number of Drug Overdose Deaths',1046,1057,100,0.033588,'Underreported due to incomplete data'
CO,CO,2017,December,'Number of Drug Overdose Deaths',1040,1043,100,0.030961,'Underreported due to incomplete data'
CO,CO,2018,January,'Number of Drug Overdose Deaths',1048,1049,100,0.033346,'Underreported due to incomplete data'
CO,CO,2018,February,'Number of Drug Overdose Deaths',1053,1060,100,0.041075,'Underreported due to incomplete data'
CO,CO,2018,March,'Number of Drug Overdose Deaths',1067,1075,100,0.046199,'Underreported due to incomplete data'
CO,CO,2018,April,'Number of Drug Overdose Deaths',1046,1055,100,0.046237,'Underreported due to incomplete data'
CT,CT,2015,January,'Cocaine (T40.5)',118,123,100,0.009927,?
CT,CT,2015,February,'Cocaine (T40.5)',124,129,100,0.009885,?
CT,CT,2015,March,'Cocaine (T40.5)',124,129,100,0.009837,?
CT,CT,2015,April,'Cocaine (T40.5)',125,130,100,0.009858,?
CT,CT,2015,May,'Cocaine (T40.5)',124,129,100,0.013142,?
CT,CT,2015,June,'Cocaine (T40.5)',126,131,100,0.013111,?
CT,CT,2015,July,'Cocaine (T40.5)',133,138,100,0.016333,?
CT,CT,2015,August,'Cocaine (T40.5)',134,139,100,0.016367,?
CT,CT,2015,September,'Cocaine (T40.5)',139,144,100,0.019636,?
CT,CT,2015,October,'Cocaine (T40.5)',155,161,100,0.016332,?
CT,CT,2015,November,'Cocaine (T40.5)',164,170,100,0.019512,?
CT,CT,2015,December,'Cocaine (T40.5)',168,174,100,0.01634,?
CT,CT,2016,January,'Cocaine (T40.5)',171,177,100,0.016465,?
CT,CT,2016,February,'Cocaine (T40.5)',177,184,100,0.016539,?
CT,CT,2016,March,'Cocaine (T40.5)',179,186,100,0.016577,?
CT,CT,2016,April,'Cocaine (T40.5)',186,193,100,0.016557,?
CT,CT,2016,May,'Cocaine (T40.5)',195,202,100,0.013246,?
CT,CT,2016,June,'Cocaine (T40.5)',197,204,100,0.016563,?
CT,CT,2016,July,'Cocaine (T40.5)',201,208,100,0.013292,?
CT,CT,2016,August,'Cocaine (T40.5)',211,219,100,0.01658,?
CT,CT,2016,September,'Cocaine (T40.5)',223,231,100,0.016618,?
CT,CT,2016,October,'Cocaine (T40.5)',223,231,100,0.016581,?
CT,CT,2016,November,'Cocaine (T40.5)',224,232,100,0.016505,?
CT,CT,2016,December,'Cocaine (T40.5)',237,246,100,0.026109,?
CT,CT,2017,January,'Cocaine (T40.5)',250,257,100,0.025945,'Underreported due to incomplete data'
CT,CT,2017,February,'Cocaine (T40.5)',247,255,100,0.025787,'Underreported due to incomplete data'
CT,CT,2017,March,'Cocaine (T40.5)',259,267,100,0.025757,'Underreported due to incomplete data'
CT,CT,2017,April,'Cocaine (T40.5)',267,277,100,0.02572,'Underreported due to incomplete data'
CT,CT,2017,May,'Cocaine (T40.5)',280,291,100,0.025709,'Underreported due to incomplete data'
CT,CT,2017,June,'Cocaine (T40.5)',278,289,100,0.0224,'Underreported due to incomplete data'
CT,CT,2017,July,'Cocaine (T40.5)',286,296,100,0.022331,'Underreported due to incomplete data'
CT,CT,2017,August,'Cocaine (T40.5)',294,304,100,0.019123,'Underreported due to incomplete data'
CT,CT,2017,September,'Cocaine (T40.5)',289,299,100,0.01585,'Underreported due to incomplete data'
CT,CT,2017,October,'Cocaine (T40.5)',285,296,100,0.015866,'Underreported due to incomplete data'
CT,CT,2017,November,'Cocaine (T40.5)',285,296,100,0.019092,'Underreported due to incomplete data'
CT,CT,2017,December,'Cocaine (T40.5)',290,301,100,0.01268,'Underreported due to incomplete data'
CT,CT,2018,January,'Cocaine (T40.5)',280,289,100,0.081898,'Underreported due to incomplete data'
CT,CT,2018,February,'Cocaine (T40.5)',280,290,100,0.158378,'Underreported due to incomplete data'
CT,CT,2018,March,'Cocaine (T40.5)',280,290,100,0.196651,'Underreported due to incomplete data'
CT,CT,2018,April,'Cocaine (T40.5)',280,293,100,0.231364,'Underreported due to incomplete data'
CT,CT,2015,January,'Heroin (T40.1)',298,299,100,0.009927,?
CT,CT,2015,February,'Heroin (T40.1)',302,303,100,0.009885,?
CT,CT,2015,March,'Heroin (T40.1)',294,295,100,0.009837,?
CT,CT,2015,April,'Heroin (T40.1)',306,307,100,0.009858,?
CT,CT,2015,May,'Heroin (T40.1)',306,307,100,0.013142,?
CT,CT,2015,June,'Heroin (T40.1)',309,310,100,0.013111,?
CT,CT,2015,July,'Heroin (T40.1)',338,340,100,0.016333,?
CT,CT,2015,August,'Heroin (T40.1)',341,343,100,0.016367,?
CT,CT,2015,September,'Heroin (T40.1)',353,355,100,0.019636,?
CT,CT,2015,October,'Heroin (T40.1)',368,370,100,0.016332,?
CT,CT,2015,November,'Heroin (T40.1)',382,384,100,0.019512,?
CT,CT,2015,December,'Heroin (T40.1)',394,396,100,0.01634,?
CT,CT,2016,January,'Heroin (T40.1)',403,405,100,0.016465,?
CT,CT,2016,February,'Heroin (T40.1)',410,412,100,0.016539,?
CT,CT,2016,March,'Heroin (T40.1)',424,426,100,0.016577,?
CT,CT,2016,April,'Heroin (T40.1)',436,438,100,0.016557,?
CT,CT,2016,May,'Heroin (T40.1)',454,456,100,0.013246,?
CT,CT,2016,June,'Heroin (T40.1)',462,464,100,0.016563,?
CT,CT,2016,July,'Heroin (T40.1)',454,456,100,0.013292,?
CT,CT,2016,August,'Heroin (T40.1)',461,463,100,0.01658,?
CT,CT,2016,September,'Heroin (T40.1)',456,458,100,0.016618,?
CT,CT,2016,October,'Heroin (T40.1)',443,445,100,0.016581,?
CT,CT,2016,November,'Heroin (T40.1)',451,453,100,0.016505,?
CT,CT,2016,December,'Heroin (T40.1)',459,462,100,0.026109,?
CT,CT,2017,January,'Heroin (T40.1)',470,469,100,0.025945,'Underreported due to incomplete data'
CT,CT,2017,February,'Heroin (T40.1)',468,469,100,0.025787,'Underreported due to incomplete data'
CT,CT,2017,March,'Heroin (T40.1)',476,476,100,0.025757,'Underreported due to incomplete data'
CT,CT,2017,April,'Heroin (T40.1)',465,464,100,0.02572,'Underreported due to incomplete data'
CT,CT,2017,May,'Heroin (T40.1)',473,471,100,0.025709,'Underreported due to incomplete data'
CT,CT,2017,June,'Heroin (T40.1)',474,473,100,0.0224,'Underreported due to incomplete data'
CT,CT,2017,July,'Heroin (T40.1)',474,478,100,0.022331,'Underreported due to incomplete data'
CT,CT,2017,August,'Heroin (T40.1)',471,476,100,0.019123,'Underreported due to incomplete data'
CT,CT,2017,September,'Heroin (T40.1)',464,469,100,0.01585,'Underreported due to incomplete data'
CT,CT,2017,October,'Heroin (T40.1)',458,462,100,0.015866,'Underreported due to incomplete data'
CT,CT,2017,November,'Heroin (T40.1)',434,437,100,0.019092,'Underreported due to incomplete data'
CT,CT,2017,December,'Heroin (T40.1)',428,428,100,0.01268,'Underreported due to incomplete data'
CT,CT,2018,January,'Heroin (T40.1)',405,408,100,0.081898,'Underreported due to incomplete data'
CT,CT,2018,February,'Heroin (T40.1)',395,405,100,0.158378,'Underreported due to incomplete data'
CT,CT,2018,March,'Heroin (T40.1)',393,405,100,0.196651,'Underreported due to incomplete data'
CT,CT,2018,April,'Heroin (T40.1)',391,405,100,0.231364,'Underreported due to incomplete data'
CT,CT,2015,January,'Methadone (T40.3)',58,59,100,0.009927,?
